PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT	
90e6ea39-1ed4-32bc-9b03-0129c6d5b2f0	Coal mine tailings storage and disposal; Production mix, underground mine	edb2b1ea-9734-464c-aaf7-a3e94c28a1a8	Coal mine tailings storage and disposal; Production mix, underground mine	kg	
ef39cdc1-cf56-45ba-ba5d-5db23349ddea	Coal cleaning; Underground mine	756647e7-8bf4-49d8-9190-7d9cf39a2345	Coal; Cleaned; Underground mine	kg	
cbc64321-512c-4b49-9d28-ed656d6aa8e6	Coal handling; Underground mine	8bf6708a-0a0f-41e4-9b1a-54a92b11dd21	Coal; Handled; From underground mine	kg	
4b4db9ff-6ce1-4b10-9353-baae83afbee1	Coal extraction; Underground mine	31c2fb00-53ac-4ab1-984d-dd9791b7ca0f	Coal; Production mix, from underground mine	kg	
93d8ea2e-7a50-4fb3-a3b5-cf489aa1937d	Coal extraction; Surface mine	65ea5547-806a-4557-b1cd-d629d4f0aa66	Coal; Production mix, from surface mine	kg	
d04ff0ad-5535-353e-aabc-27b89137bc92	Mixed recyclables, at collection, dropoff center	6e4fea52-8f29-321a-b1af-c1d1cfbf7da5	Mixed recyclables, at collection, dropoff center	kg	
e93ae1c1-8454-328d-aef7-3698311ae06a	Mixed recyclables, to MRF	1f0bd7aa-6cb7-3b9d-86a5-ef1b7668e8aa	Mixed recyclables, to MRF	kg	
11a07256-81f3-3c25-b46e-f3b9998d7bcf	Soybeans, at field, 1998-2001	96a1b941-f5eb-3ac4-b831-9ffda7a8c7cb	Soybeans, at field, 1998-2001	kg	
11a07256-81f3-3c25-b46e-f3b9998d7bcf	Soybeans, at field, 1998-2001	82860409-cc55-31f3-874c-d028dab21f51	Soybean grains, at field, 1998-2001	kg	
11a07256-81f3-3c25-b46e-f3b9998d7bcf	Soybeans, at field, 1998-2001	a2fbcaf0-917f-37bd-ba28-f1acaa83abe4	Soybean residues, at field, 1998-2001	kg	
956b53b9-dd05-35ae-a072-69f1f6906290	Soybean grains, at field	517e2dc3-1415-3feb-b7ae-45c65dca3802	Soybean residues, at field	kg	
3ffdd525-d623-363f-8876-1999b0f5130f	Cotton, whole plant, at field	4fbbb19a-bc25-3265-b196-04feec6ace45	Cotton, at field	kg	
3ffdd525-d623-363f-8876-1999b0f5130f	Cotton, whole plant, at field	8517bbb8-f754-3ad5-bace-edaa0743b9ff	Cotton straw, at field	kg	
c77a668e-733b-3e86-9a1d-bcec8b0064dc	Crude palm kernel oil, at plant	7e7a192b-c431-3883-aba5-802625561ade	Crude palm kernel oil, at plant	kg	
a9f691e0-2be5-376a-ba35-294bb7849840	Palm kernels, at plant	f5be8e72-c62d-3d59-98a2-039b844e0d36	Palm kernels, at plant	kg	
5abfba66-c3cb-38f2-8b01-9f566c5ab656	Rapeseed, whole plant, at field	e7ba8c87-72ef-37ff-ba46-68fcf13e09ea	Rapeseed, at field	kg	
5abfba66-c3cb-38f2-8b01-9f566c5ab656	Rapeseed, whole plant, at field	15a4d63d-6c88-3196-a2cc-471e1313a399	Rapeseed residues, at field	kg	
91663389-8cd1-3272-9f06-cdc87c8ce7d9	Potato, whole plant, at field	916af898-c73f-3a20-83c2-939b84a631e6	Potato leaves, at field	kg	
a3b730ce-d657-383b-b485-e5d082d96424	Winter wheat straw, production, average, US, 2022	010fd805-fa43-382c-8332-2a8303335002	Winter wheat straw, production, average, US, 2022	kg	
d6439ada-877c-30ff-92b2-875e88b88141	Wheat, at field	e0f376d5-b43c-383a-8eb5-8b6a957301f0	Wheat grains, at field	kg	
d6439ada-877c-30ff-92b2-875e88b88141	Wheat, at field	bc29539c-0b2c-38cf-9e60-cdff0267d348	Wheat straw, at field	kg	
4c6eed4c-5f5e-30c7-8948-956c79c4806d	Rice, at field	c4d1204a-67a3-395d-9b59-ba34528b3ba6	Rice grain, at field	kg	
4c6eed4c-5f5e-30c7-8948-956c79c4806d	Rice, at field	13ecfdb9-d784-3cd2-8662-32b2eb662162	Rice straw, at field	kg	
9c36427d-76de-314c-bfca-4d714b71c9a5	Switchgrass, production, US, 2022	eb35a3fc-2c19-32e2-8789-3c69e2071855	Switchgrass, production, US, 2022	kg	
f04300c5-ea44-3525-b6ab-c4b8b27b127e	Switchgrass, harvested, wet	1da072f7-6853-3388-b30c-0b09e55dd721	Switchgrass, harvested, wet	kg	
155839ec-d6ab-3ed6-b7c8-45586e676f6d	Harvesting, fresh fruit bunch, at farm	9dfc9e7c-3c20-3f4d-9d79-d54ec2d8d08b	Harvesting, fresh fruit bunch, at farm	kg	
0375c701-8d66-3b47-af2e-26b0c43c722f	Harvesting, fresh fruit bunch, at farm, 2003	9dfc9e7c-3c20-3f4d-9d79-d54ec2d8d08b	Harvesting, fresh fruit bunch, at farm	kg	
ccc739c2-aec2-30d0-a1f1-a7ae81af1e8a	Grinding	aa3f78a4-9fec-3904-886f-443aa760a4ae	Grinding	kg	
11256034-2355-3add-ade9-59983025dded	Corn, whole plant, at field	8db31b1d-1a59-304c-801f-a3cd8a23ba45	Corn, at field	kg	
11256034-2355-3add-ade9-59983025dded	Corn, whole plant, at field	b7127e3e-f5a7-307e-8072-30378b9ed1c2	Corn stover, at field	kg	
1cbbcd09-ea17-3d9b-bc34-2cf42efe26ba	Corn, production, average, US, 2022	5c3261bf-f870-3ba9-91e0-402b95a94a51	Corn, production, average, US, 2022	kg	
6e19103d-ed39-3b71-8c51-0c65b85002a4	Corn, decomposition, 15.5% moisture	a3e87cf9-1690-3d33-b60e-695150337e42	Corn, decomposition, 15.5% moisture	kg	
4d09380a-6297-392c-b1bb-74534b4d3d8e	Corn stover, production, average, US, 2022	6dd94277-87e0-32e8-bfe7-628e6db871a0	Corn stover, production, average, US, 2022	kg	
659d5d48-92b7-3b01-aa2f-4da4c69811c9	Roundwood, softwood, green, at mill, NE-NC	cdfae0a6-7116-3385-995f-e691dab919ae	Bark, softwood, green, at mill, NE-NC	kg	
867e7c9e-178d-394a-8d82-a87226fb9331	Bark, softwood, average, state or private moist cold forest, at forest road, INW	ea00adb9-1cf5-39ff-b2a8-b9b8d24de113	Bark, softwood, average, state or private moist cold forest, at forest road, INW	kg	
2ad41b7a-ee80-3e8a-946c-b2d06dc532af	Roundwood, softwood, state-private moist cold forest, gentle slope, at frst rd, INW	5b0e9b4a-e8e0-39d2-adc5-354c51ffc3b8	Bark, softwood, state-private moist cold forest, gentle slope, at frst rd, INW	kg	
c3c32dfd-2cc0-3df4-b4b9-22c1f2e8f99d	Roundwood, softwd, state or private dry forest, gentle slope, at forest rd, INW	7dd3045c-35cc-3424-b6cb-893ab73190ad	Bark, softwd, state or private dry forest, gentle slope, at forest rd, INW	kg	
cb5600fe-948c-3fd0-80f3-35cf5b0d7832	Bark, softwood, average, state or private dry forest, at forest road, INW	65de349d-0103-3feb-8c35-99b7e07523a4	Bark, softwood, average, state or private dry forest, at forest road, INW	kg	
d18fec71-abe4-3cf5-ad82-4cf4fb8eadc7	Bark, softwood, national forest, average, at forest road, INW	2700bc4b-663a-3b2f-b863-9cb7e9aa9861	Bark, softwood, national forest, average, at forest road, INW	kg	
648ab051-f062-3090-aa14-8e1a42150eee	Roundwood, hardwood, average, Med Intensity Management, NE-NC	201779e6-7154-34a9-91a2-e9cde5a5af76	Bark, hardwood, average, Med Intensity Management, NE-NC	kg	
f1c2831e-ff3d-3b74-95b5-0f8f5f910872	Roundwood, softwood, average, High Intensity Management, NE-NC	fd1b47a5-b3b9-3924-9eaa-419b619e244d	Bark, softwood, average, High Intensity Management, NE-NC	kg	
c39dbfd7-d8de-3df9-8e9b-d2bdc3037cf4	Bark, softwood, average, at forest road, NE-NC	a9354422-7e84-3f28-b64f-c038c3b0052b	Bark, softwood, average, at forest road, NE-NC	kg	
18ecd091-9cf4-3a59-a169-d0a4cb646a96	Bark, softwood, average, at forest road, INW	39f1cf7a-1832-3aaf-b9f7-4d0da500f14f	Bark, softwood, average, at forest road, INW	kg	
9bcab02c-bc04-3cd6-a756-74974141530c	Roundwood, hardwood, average, High Intensity Management, NE-NC	80e2a33d-c18f-36b9-8437-34696f075df9	Bark, hardwood, average, High Intensity Management, NE-NC	kg	
65c1eb74-6e07-3e75-8702-81ac26ce6f0e	Roundwood, softwd, state or private dry forest, steep slope, at forest rd, INW	730b6a52-3659-3ec0-af09-48533b50cb4b	Bark, softwd, state or private dry forest, steep slope, at forest rd, INW	kg	
37e105da-2559-3d50-a090-b75a18408184	Roundwood, softwood, green, at mill, INW	92a5812c-8007-3614-97f8-d3a8f8c3b689	Roundwood, softwood, green, at mill, INW	kg	
37e105da-2559-3d50-a090-b75a18408184	Roundwood, softwood, green, at mill, INW	0207530f-e790-302a-9cca-2ca9b4656b30	Bark, softwood, green, at mill, INW	kg	
3525fc2c-7317-3436-9eba-b702ba6cfb00	Roundwood, hardwood, average, Low Intensity Management, NE-NC	39e5fecd-0772-3879-8636-7e25c6a5423b	Bark, hardwood, average, Low Intensity Management, NE-NC	kg	
cac29502-4a46-3ed6-9acc-e34f4b43b84d	Roundwood, softwood, average, Low Intensity Management, NE-NC	ed440dcf-413f-3965-85cf-06e3d9e03f25	Bark, softwood, average, Low Intensity Management, NE-NC	kg	
fee9ad93-5bbf-37f0-b2ab-8147a847a5b0	Roundwood, softwood, average, Med Intensity Management, NE-NC	d595944e-0723-3468-b55b-4682dc332d8f	Bark, softwood, average, Med Intensity Management, NE-NC	kg	
655c14ed-5b78-3e50-96e5-e21f710143fe	Roundwood, hardwood, green, at mill, NE-NC	37a2149d-f1d6-3e56-9584-8a896fb4163a	Bark, hardwood, green, at mill, NE-NC	kg	
ca503028-9715-3865-8410-14f0f85d3974	Roundwood, sftwd, state-private moist cold forest, steep slope, at forest rd,INW	61d8d9dc-de9f-32c2-9b9a-2b21f528d716	Bark, sftwd, state-private moist cold forest, steep slope, at forest rd,INW	kg	
56287b68-7130-3856-802f-572699013145	Roundwood, softwood, national forest, steep slope, at forest road, INW	813f227d-31ee-3198-850d-dce3eea1df3e	Bark, softwood, national forest, steep slope, at forest road, INW	kg	
da07c7c2-7425-38b3-bcb0-608c45565e81	Roundwood, softwood, national forest, gentle slope, at forest road, INW	318ddf7f-2def-3dca-9fee-ced811100506	Bark, softwood, national forest, gentle slope, at forest road, INW	kg	
db6bf165-40de-494b-a4cd-eebb9d7bae9d	southern bleached softwood kraft pulp process; elemental chlorine free (ECF) bleached; at mill	c7bee6bb-333f-4c29-ad2a-2288b3e33b3e	CUTOFF_Tall oil soap, kraft unrefined, at mill	kg	
4bedddf6-2341-471d-a972-48f8cb707562	kraft lignin extraction; from southern bleached softwood kraft, elemental chlorine free (ECF) bleached process; at mill	c7bee6bb-333f-4c29-ad2a-2288b3e33b3e	CUTOFF_Tall oil soap, kraft unrefined, at mill	kg	
c7650da3-17f4-3e5d-98d8-4a44ad837e09	piglets; deep pit manure mgmt; at farm	a5181ce3-025d-3cd0-97d4-9c54076aa4ae	lean sow meat; deep pit manure mgmt; at farm	kg	
dccebb54-7df2-33f6-a807-d9f8630ee3a5	dead animal management (pigs); average mix; disposal at farm	5de61b83-f96f-3ad3-91ca-011b8f190adc	dead animal management (pigs); average mix; disposal at farm	kg	
46c3c3dc-9ff6-3fd7-aadb-9e4b0867bffc	durum wheat; at harvest; at farm; wet basis	936cac77-c00f-3f88-8f44-0b9c09ad26bc	durum wheat residue; at harvest; at farm; wet basis	kg	
4e808c96-0ea0-38d8-af94-bcd4300d5ba5	durum wheat; at harvest; at farm; wet basis	936cac77-c00f-3f88-8f44-0b9c09ad26bc	durum wheat residue; at harvest; at farm; wet basis	kg	
46c3c3dc-9ff6-3fd7-aadb-9e4b0867bffc	durum wheat; at harvest; at farm; wet basis	76bffd27-85b5-3c4f-b719-7d50149b4c19	durum wheat; at harvest; at farm; wet basis	kg	
4e808c96-0ea0-38d8-af94-bcd4300d5ba5	durum wheat; at harvest; at farm; wet basis	76bffd27-85b5-3c4f-b719-7d50149b4c19	durum wheat; at harvest; at farm; wet basis	kg	
00eb634f-6381-3bbb-a301-5b79a8d7435e	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
8e9bca36-2373-31e5-b401-171e82dc8c77	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
38e935b2-f233-3b9e-b732-229bc5008edc	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
8495cc9e-6cbf-3961-8ad7-76482690928c	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
9fb12b4d-e170-3e05-8787-fafd49d15551	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
15878f45-4d46-3390-a9cd-48300ecd2a8d	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
884dce1a-006d-3359-b43f-e9c7ecd0cd7f	spring wheat, excluding durum; at harvest; at farm; wet basis	05c51814-12ed-3ee3-bdd6-7bf9cb5f542e	spring wheat residue; at harvest; at farm; wet basis	kg	
00eb634f-6381-3bbb-a301-5b79a8d7435e	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
8e9bca36-2373-31e5-b401-171e82dc8c77	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
38e935b2-f233-3b9e-b732-229bc5008edc	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
8495cc9e-6cbf-3961-8ad7-76482690928c	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
9fb12b4d-e170-3e05-8787-fafd49d15551	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
15878f45-4d46-3390-a9cd-48300ecd2a8d	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
884dce1a-006d-3359-b43f-e9c7ecd0cd7f	spring wheat, excluding durum; at harvest; at farm; wet basis	1ca542fe-dec7-3074-adc1-951d5783162c	spring wheat, excluding durum; at harvest; at farm; wet basis	kg	
549a5879-e3eb-3cb6-be54-572567fa3ff8	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
b35d61f3-fcae-3f42-8adb-4ebe6ad5eb0f	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
2a0790dc-5f8a-31d1-bdd9-1c162e2e0881	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
630f3136-3c09-3efe-90dc-f14d7a74afd8	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
088fe5b4-0ece-3eab-9ba9-e18dba46a367	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
03b2fe64-67ea-3076-abd3-740f1b3a3afb	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
52d31e28-869f-32ed-a6c3-22696a331aaf	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
a573c59f-7607-343b-ab18-d99c98ac3d00	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
18c52508-5544-3864-bef1-011909ef4fb6	oats; at harvest; at farm; wet basis	34c338f2-f1fe-38ef-8384-d6f24e80166d	oats residue; at harvest; at farm; wet basis	kg	
549a5879-e3eb-3cb6-be54-572567fa3ff8	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
b35d61f3-fcae-3f42-8adb-4ebe6ad5eb0f	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
2a0790dc-5f8a-31d1-bdd9-1c162e2e0881	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
630f3136-3c09-3efe-90dc-f14d7a74afd8	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
088fe5b4-0ece-3eab-9ba9-e18dba46a367	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
03b2fe64-67ea-3076-abd3-740f1b3a3afb	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
52d31e28-869f-32ed-a6c3-22696a331aaf	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
a573c59f-7607-343b-ab18-d99c98ac3d00	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
18c52508-5544-3864-bef1-011909ef4fb6	oats; at harvest; at farm; wet basis	3528b622-fd2c-357e-8f11-7423940b12e7	oats; at harvest; at farm; wet basis	kg	
759058a8-58da-3ae5-9b48-31f3c93f431c	peanuts; at harvest; at farm; wet basis	7e0781a1-220b-3891-a22a-a39ae651f4d9	peanuts residue; at harvest; at farm; wet basis	kg	
d6eb4d07-bedd-3dcd-86ef-08e0aa88bb9f	peanuts; at harvest; at farm; wet basis	7e0781a1-220b-3891-a22a-a39ae651f4d9	peanuts residue; at harvest; at farm; wet basis	kg	
e5b4559f-faa4-3209-858c-40a6fb3add7f	peanuts; at harvest; at farm; wet basis	7e0781a1-220b-3891-a22a-a39ae651f4d9	peanuts residue; at harvest; at farm; wet basis	kg	
52a3a8ff-5781-3449-a18d-8a553aebe8aa	peanuts; at harvest; at farm; wet basis	7e0781a1-220b-3891-a22a-a39ae651f4d9	peanuts residue; at harvest; at farm; wet basis	kg	
9d7ebc9d-6b40-3ce5-a1af-9fcb7ae8c876	peanuts; at harvest; at farm; wet basis	7e0781a1-220b-3891-a22a-a39ae651f4d9	peanuts residue; at harvest; at farm; wet basis	kg	
759058a8-58da-3ae5-9b48-31f3c93f431c	peanuts; at harvest; at farm; wet basis	9143fe1f-4b09-3ddf-80c1-217d09a75859	peanuts; at harvest; at farm; wet basis	kg	
d6eb4d07-bedd-3dcd-86ef-08e0aa88bb9f	peanuts; at harvest; at farm; wet basis	9143fe1f-4b09-3ddf-80c1-217d09a75859	peanuts; at harvest; at farm; wet basis	kg	
e5b4559f-faa4-3209-858c-40a6fb3add7f	peanuts; at harvest; at farm; wet basis	9143fe1f-4b09-3ddf-80c1-217d09a75859	peanuts; at harvest; at farm; wet basis	kg	
52a3a8ff-5781-3449-a18d-8a553aebe8aa	peanuts; at harvest; at farm; wet basis	9143fe1f-4b09-3ddf-80c1-217d09a75859	peanuts; at harvest; at farm; wet basis	kg	
9d7ebc9d-6b40-3ce5-a1af-9fcb7ae8c876	peanuts; at harvest; at farm; wet basis	9143fe1f-4b09-3ddf-80c1-217d09a75859	peanuts; at harvest; at farm; wet basis	kg	
58d5b53d-d197-3252-8e6e-e912e76d250a	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
053eb6cd-a390-356e-b343-d75a9b69d0e2	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
82f5510f-b718-38da-b42d-d0d18f5c9a89	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
9c112f70-9def-3353-bbc8-be2b6380c0b5	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
dcaecd56-118a-31c7-9881-8d11c09a84c5	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
732e938d-7d19-3bd6-a129-806f8a1e8b63	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
b30dcf95-e41b-3669-a2fe-4c056e8debb4	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
c484c9c6-b562-3904-8085-878b2c9bd905	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
f5803e2c-053f-3f7f-8e89-4f12792bfaee	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
51124812-ff81-32f1-904c-4ebdd38503c1	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
a85fd7ae-4a7b-318c-8405-9e7632088531	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
0fb49118-1208-3b2d-92ae-79e96544b2fe	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
aecee43d-bbf3-3b9a-985c-064b6d88afe1	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
01302358-ca5d-324f-9abf-c2c450150435	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
b6ab2d78-5ca3-3033-bc6a-05ec7338d5da	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
ff0d1486-4403-39e0-aacd-9dfc78eec840	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
d99d737d-a677-3aac-92d6-47ad9b82791d	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
ade7d478-4cc7-36c4-990e-7ef4cee243b7	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
22ed1513-5797-3979-8782-5323df1e5f7d	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
29709941-ad78-3400-b0e2-e934973f4119	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
448d0e46-23f5-3127-a073-35f8b18ddbeb	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
d0b78246-7d76-36c9-ac63-4ebf4dc49fec	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
1c6fb838-7253-3ebb-9f7a-c89ccbf1aec9	winter wheat; at harvest; at farm; wet basis	91cb6589-e102-33e0-94d4-1fdcda43e8b3	winter wheat residue; at harvest; at farm; wet basis	kg	
58d5b53d-d197-3252-8e6e-e912e76d250a	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
053eb6cd-a390-356e-b343-d75a9b69d0e2	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
82f5510f-b718-38da-b42d-d0d18f5c9a89	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
9c112f70-9def-3353-bbc8-be2b6380c0b5	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
dcaecd56-118a-31c7-9881-8d11c09a84c5	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
732e938d-7d19-3bd6-a129-806f8a1e8b63	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
b30dcf95-e41b-3669-a2fe-4c056e8debb4	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
c484c9c6-b562-3904-8085-878b2c9bd905	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
f5803e2c-053f-3f7f-8e89-4f12792bfaee	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
51124812-ff81-32f1-904c-4ebdd38503c1	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
a85fd7ae-4a7b-318c-8405-9e7632088531	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
0fb49118-1208-3b2d-92ae-79e96544b2fe	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
aecee43d-bbf3-3b9a-985c-064b6d88afe1	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
01302358-ca5d-324f-9abf-c2c450150435	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
b6ab2d78-5ca3-3033-bc6a-05ec7338d5da	winter wheat; at harvest; at farm; wet basis	329c4cc3-d95e-32af-bd13-8ea98073a724	winter wheat; at harvest; at farm; wet basis	kg	
