PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT	
db291182-7d45-38c4-8529-a9abc78e55e9	Wood fuel, hardwood, purchased, combusted in industrial boiler, SE	96d5f5d2-a720-395c-950d-e8ad00063f6a	Wood fuel, hardwood, purchased, combusted in industrial boiler, SE	kg	
bbfe537d-76d5-3553-8f87-72fe52b34f7d	Sawn lumber, softwood, rough, green, at sawmill, NE-NC	ca6db999-3eaa-3aa7-a522-853af42c5be3	Fuel wood, softwood, green, at sawmill, NE-NC	kg	
1cd0e864-1ec2-377a-a0dd-7b9872eba81a	Sawn lumber, softwood, planed, kiln dried, at planer, NE-NC	1513327d-cc80-37e8-86b7-7e4302984e4a	Wood fuel, softwood, kiln dried, NE-NC	kg	
66cf43e1-e3fe-36b4-8653-bb5b739b0f5e	Wood fuel, softwood, gen at lumber mill, combusted in industrial boiler, NE-NC	7790c31b-ad49-308e-8909-f1af0931f198	Wood fuel, softwood, gen at lumber mill, combusted in industrial boiler, NE-NC	kg	
2d43bb55-3817-37dc-a7b4-20c3304f07af	Wood fuel, hardwood, purchased, combusted in industrial boiler, E	ccf86743-6a0f-39d5-949e-6b2950bae209	Wood fuel, hardwood, purchased, combusted in industrial boiler, E	kg	
de182d9f-35b5-333a-8012-445b93549447	Anthracite coal, at mine	81b85c3d-aeef-3a29-81d1-b39e1de928a8	Anthracite coal, at mine	kg	
27e8fce4-a5c1-37af-84b9-763582a5ca3e	Anthracite coal, combusted in industrial boiler	46495019-6f20-3587-8624-0399a6c016c9	Anthracite coal, combusted in industrial boiler	kg	
ae8c5758-4473-3791-9339-22ff52cacb23	Lignite coal, at surface mine	90247271-0884-3a25-af40-be7abccb922c	Lignite coal, at surface mine	kg	
3b1cd62b-7788-3096-8b6e-9cb6cdc359f2	Engineered flooring, hardwood, unfinished, E	115967d8-5c6a-32ee-9868-6a786b34ecf2	Wood fuel, hardwood, dry, at engineered wood flooring plant, E	kg	
277ef057-4ad9-3780-a1c0-6d78321131f6	Veneer, hardwood, dry, at veneer mill, E	cf678567-6e5e-35ac-8fcd-4c3e003e1461	Wood fuel, hardwood, dry, at veneer mill, E	kg	
cdc143eb-fff8-3618-85cd-bce83d96390f	Veneer, hardwood, green, at veneer mill, E	086e1013-f898-357f-b6af-da332554166e	Wood fuel, hardwood, green, at veneer mill, E	kg	
bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678	Bucked and debarked log, hardwood, green, at veneer mill, E	086e1013-f898-357f-b6af-da332554166e	Wood fuel, hardwood, green, at veneer mill, E	kg	
bf3d3ce7-aac2-3a3c-b3e8-5c0a29bfb678	Bucked and debarked log, hardwood, green, at veneer mill, E	7beb2597-d87c-32ba-83c4-336f5dc23a19	Bark, hardwood, green, at veneer mill, E	kg	
a555a537-a0f1-3e54-9008-1d56c5e342a6	Wood fuel, hardwood, generated at mill, combusted in industrial boiler, E	9f913cbd-c240-3516-963f-8041f59b066e	Wood fuel, hardwood, generated at mill, combusted in industrial boiler, E	kg	
317adcbc-b3e3-3ec3-80c3-82b18d0f3207	Bituminous coal, at mine	55b4aeab-0576-3a9b-b476-b561197ec3f2	Bituminous coal, at mine	kg	
61d04f2c-c8df-3b9c-8def-60328506efd2	Wood fuel, hardwood, purchased, combusted in industrial boiler, NE-NC	02c0cb72-4af1-3aa4-921a-0270c2e7debe	Wood fuel, hardwood, purchased, combusted in industrial boiler, NE-NC	kg	
ce587724-1be4-3da0-b7a2-988592c28b9a	Sawn lumber, hardwood, rough, green, at sawmill, SE	2909fb0c-1996-31cb-9321-a60a7cb07b1f	Wood fuel, hardwood, green,at sawmill, SE	kg	
35bd31d8-b0b1-3da8-a553-df33ccd9e452	Sawn lumber, hardwood, planed, kiln dried, at planer mill, SE	23de2b44-d931-39f7-b2c8-d56346794608	Wood fuel, hardwood, kiln-dried, at planer mill, SE	kg	
8a62a285-537e-36b0-bdc3-3af4bfd205a3	Wood fuel, hardwood, generated at lumber mill, combusted in industrial boiler, SE	add1f946-48f6-3c71-b9d2-9751a9c7a6ed	Wood fuel, hardwood, generated at lumber mill, combusted in industrial boiler, SE	kg	
2468b04f-b9b1-364d-bfbf-8ba12178096e	Sawn lumber, hardwood, rough, green, at sawmill, NE-NC	851dabd1-801f-3582-8b29-a3cdd6f65473	Wood fuel, hardwood, green, at sawmill, NE-NC	kg	
eb664f4e-2615-3b3a-aac4-b09b91fe8f1f	Sawn lumber, hardwood, planed, kiln dried, at planer mill, NE-NC	c1946202-1261-35c4-bccb-a068fc8dc03c	Fuel wood, hardwood, kiln-dried, at planer mill, NE-NC	kg	
5b12a6bf-921f-3e80-9bd4-1c250a6696fb	Wood fuel, hardwood, gen at lumber mill, combusted in industrial boiler, NE-NC	75c3bc19-9aeb-30a9-a43f-c862c7354c85	Wood fuel, hardwood, gen at lumber mill, combusted in industrial boiler, NE-NC	kg	
5dd973e3-0fc2-38d8-a25b-51b82ee2c2de	Wood fuel, unspecified	ba4fbc4f-a9ab-387c-8bdd-9308dc19f404	Wood fuel, unspecified	kg	
e389edf2-979a-372c-b6e0-8de8bfd28c93	Wood fuel, MDF, purchased, combusted in industrial boiler	fd1b9790-c033-3bac-b9b3-056b187b3f32	Wood fuel, MDF, purchased, combusted in industrial boiler	kg	
57686507-ed6b-3e06-906e-c28a7c6fb8bc	Particleboard, average, softwood, particleboard mill	d57c30eb-3b8d-3ee5-8c79-c66a859531ae	Wood fuel, hogfuel, particleboard mill	kg	
57686507-ed6b-3e06-906e-c28a7c6fb8bc	Particleboard, average, softwood, particleboard mill	ad78a50f-def9-3337-84ab-61e9196b0042	Wood fuel, sanderdust, particleboard mill	kg	
80fa4691-56d0-3019-a021-30c3b187e63e	Wood, particleboard, generated on-site, combusted in industrial boiler	03c57be6-9cea-337b-9b0a-b642dff77173	Wood, particleboard, generated onsite, combusted in industrial boiler	kg	
ff599dd1-991f-3153-99c0-04e79a093703	Sawn lumber, softwood, rough, green, at sawmill, INW	557bbf10-7300-3761-ae9b-64bfa6317b81	Wood fuel, softwood, green, at sawmill, INW	kg	
c7aaeef5-a019-304e-959d-92fdccaf0896	Wood, softwood, INW, generated at lumber mill, combusted in industrial boiler	67bbd497-5260-37b7-ac17-555c6e822712	Wood, softwood, INW, generated at lumber mill, combusted in industrial boiler	kg	
4e01da4a-71e5-3d9d-93c3-0f0a230f2735	Medium density fiberboard (MDF), at MDF mill	360d59b6-0f7a-3b5d-8d61-b6f9e73a4b0a	Wood fuel, sanderdust, at MDF mill	kg	
4e01da4a-71e5-3d9d-93c3-0f0a230f2735	Medium density fiberboard (MDF), at MDF mill	4ba384f6-f15b-3ef3-ae39-2248e3f54aef	Wood fuel, at MDF mill	kg	
2fdc10ce-f75d-30d0-b1e7-672af0eb98fe	Wood fuel, MDF, generated on-site, combusted in industrial boiler	c2605713-0601-3252-a78d-63d1f9e27936	Wood fuel, MDF, generated on-site, combusted in industrial boiler	kg	
26465530-69ff-3c68-834f-c67ccb6ee1b2	Bituminous coal, combusted in industrial boiler	73cd1596-214d-3403-87f1-f69fc3818886	Bituminous coal, combusted in industrial boiler	kg	
1b0f75b8-e749-3eb2-8727-de6a22f60646	Lignite coal, combusted in industrial boiler	eb6394c1-0d19-3be3-99ab-ec572dec9926	Lignite coal, combusted in industrial boiler	kg	
3455f918-4a43-3b09-b06e-7402c12b8d45	Wood waste, unspecified, combusted in industrial boiler	1a76ed77-b97d-3070-85b7-b1f41906cece	Wood waste, unspecified, combusted in industrial boiler	kg	
0fc3aa0c-865f-33b1-92d7-4db5ad1c8c1c	whole tree chips production; softwood; at sawmill, INW	7597d8b1-16c8-39c4-bab9-01c327626f08	whole tree chips; softwood; at sawmill, INW	kg	
64dec5f5-ce97-40f2-a767-2fc665dfb473	wood chip pyrolysis; Tucker Renewable Natural Gas (RNG) thermochemical conversion process; at plant	7d1ffffe-eac6-4e83-9b69-3ded4a3193a9	biochar; produced from thermochemical conversion; at plant; 1.84% moisture	kg	
64dec5f5-ce97-40f2-a767-2fc665dfb473	wood chip pyrolysis; Tucker Renewable Natural Gas (RNG) thermochemical conversion process; at plant	8afb5cc3-26fc-416c-991e-afe07bb06bd4	tar; from thermochemical conversion; at plant	kg	
