PROCESS_UUID	PROCESS_NAME	FLOW_UUID	FLOW_NAME	UNIT
1183cd01-1789-3040-8205-7e04ad30dafb	steam from catalytic oxidation of benzene, at plant	f247a314-02c8-340c-af69-e1c9df7b0599	steam from catalytic oxidation of benzene, at plant	kg
5f3626ce-6cc9-3ecd-959b-b610a315353a	polysulphide, sealing compound, at plant	72d1c6d1-522c-3dbe-9c03-486aeceecd5e	polysulphide, sealing compound, at plant	kg
8c1012cc-7727-3d0e-846d-d83176cf52cf	nylon 66, at plant	c4c271da-6437-3413-b683-056d4a52539b	nylon 66, at plant	kg
1fad4cfa-df6d-3602-bdc4-d24e40cc529d	disposal, coatings in CRT screens,  to municipal waste incineration	a19b33dd-6b41-3e19-a2ac-087f06852ad5	disposal, coatings in CRT screens,  to municipal waste incineration	kg
9069094e-0d2a-3eb1-bc76-a099b64cc701	paper, woodfree, uncoated, at regional storage	24bf9bfc-0269-3df1-96e7-1da9e51ba67a	paper, woodfree, uncoated, at regional storage	kg
77ffa11e-4bcb-3bc6-9141-e9623296511f	isopropanol, at plant	68eccb54-ff2d-3b48-bb8e-8610de561175	isopropanol, at plant	kg
4cd2c852-35ce-3d30-b146-10b0343812ec	gold, at regional storage	e120976a-b71e-3003-8a2a-b08f83f00b5e	gold, at regional storage	kg
387144ae-fa88-3759-b01a-16fb1abf7ee5	disposal, building, PVC sealing sheet, to final disposal	6c62146a-efc8-37bd-9dc3-656b156fd988	disposal, building, PVC sealing sheet, to final disposal	kg
acd90d65-efdc-359d-9b53-7ce06006708d	disposal, residues, mechanical treatment, LCD screen, in MSWI	957cf9f5-a640-384f-b07c-9da40465b14c	disposal, residues, mechanical treatment, LCD screen, in MSWI	kg
61025a59-a6d3-345a-ade9-582ea0f82efd	soft solder, Sn97Cu3, at plant	487f8262-7176-39c6-aab7-11c8672022a2	soft solder, Sn97Cu3, at plant	kg
e81fcb7f-472b-3d13-97a9-8515c3c7e52e	disposal, fat and oil, to agricultural co-fermentation, covered	25dedc29-412d-3780-a70f-bf9cb2e99f12	disposal, fat and oil, to agricultural co-fermentation, covered	kg
a5520c8e-9843-3a91-82eb-698ec96b2d1a	acetonitrile, at plant	49f24994-1691-380b-b54c-719d04b76a05	acetonitrile, at plant	kg
902fd90a-d256-3af1-971c-b3a6ac6875c6	vinyl chloride, at plant	d66b4df9-6b41-34d7-8117-72dcab2cce06	vinyl chloride, at plant	kg
9a452280-547a-39d0-a7fa-12dc1cde4bad	ethanol, 95% in H2O, from sweet sorghum, at distillery	579da2d8-8d6b-3376-8442-9c1e933dc6ec	ethanol, 95% in H2O, from sweet sorghum, at distillery	kg
e40796a6-53c6-3499-b377-0b5104f31d59	retention aids, in paper production, at plant	47b1bdde-b476-3f16-8af9-bf25eeb045a5	retention aids, in paper production, at plant	kg
8d4ec68b-bdcc-31dc-b8e7-51d522f789bb	phosphoric acid, fertiliser grade, 70% in H2O, at plant	1b7d3658-c538-3090-8af1-02cacf0fb5ce	phosphoric acid, fertiliser grade, 70% in H2O, at plant	kg
b4272f2d-048a-363b-afef-3474d1de56ab	adhesive mortar, at plant	a700854a-4aa6-3d52-ac75-56afffba6b86	adhesive mortar, at plant	kg
4612fb69-d4bb-3bda-acc0-c6d90bfd50b2	yarn, kenaf, at plant	67d1653e-587a-3e86-ad83-0f02524fb960	yarn, kenaf, at plant	kg
95edf2b8-0b92-358f-b4bf-2f3716585a4e	anode slime, silver and tellurium containing, primary copper production	7a1789d8-fab9-3e80-a9b0-ab1f65f649c7	anode slime, silver and tellurium containing, primary copper production	kg
42afa7e6-6415-30bd-be47-49c2cbdcb047	lubricating oil, at plant	5ae73e20-4ad2-32f3-8ba7-f297d3d07300	lubricating oil, at plant	kg
3e5e0dfd-fa52-3046-a046-aee8a8e65332	hard coal supply mix	b88de069-dece-3c05-86e2-6c9ef45577e9	hard coal supply mix	kg
1136b18e-c91f-3f86-af47-ef65ffeb1232	zinc, primary, at regional storage	c32e81ae-375b-30a8-b465-a0de136b8a3a	zinc, primary, at regional storage	kg
67b943ac-48f3-3408-8629-8f12d9312cee	turning, chromium steel, CNC, average	7e215c65-ff9e-3690-ae33-fcb3e61f03f7	turning, chromium steel, CNC, average	kg
94530833-8dac-35bd-9c65-eee1e8a17cd4	dicamba, at regional storehouse	ba90566b-eae9-3e60-bc35-a339f2d08842	dicamba, at regional storehouse	kg
b8b22489-1a55-3be0-a07e-54774c2f0e75	lightweight concrete block, expanded clay, at plant	8ef69050-ec73-3ff6-b177-1fbbc877c77b	lightweight concrete block, expanded clay, at plant	kg
7cd855ed-d43b-3b64-9737-4dd49b8ac00d	zeolite, powder, at plant	34dd2952-9814-3361-b894-486c71c365c3	zeolite, powder, at plant	kg
1053ea24-e529-32d0-8f28-bc5bfb9ea055	disposal, PE sealing sheet, 4% water, to municipal incineration	b245b5de-a05e-3ec1-bbc7-f05234419fbf	disposal, PE sealing sheet, 4% water, to municipal incineration	kg
f19db214-78bc-3dbc-83a7-ce0c5626e714	acrylic binder, 34% in H2O, at plant	657c9d37-7e32-3179-b0aa-7ef137ddf98c	acrylic binder, 34% in H2O, at plant	kg
577476b5-e782-30d7-822d-637ba41c4962	explosives, tovex, at plant	dd1e8e9a-7368-3e50-9095-902cdbb8e143	explosives, tovex, at plant	kg
7be28c8a-887c-37ed-8cf8-934903f1cb72	disposal, tin sheet, 0% water, to municipal incineration	36418ada-3a12-3150-afbe-fe405c1246b5	disposal, tin sheet, 0% water, to municipal incineration	kg
a02c44e6-daa9-3429-9e04-b38473ea5476	corrugated board base paper, testliner, at plant	028a3d98-ac82-3ccc-b15e-4ffbb9088940	corrugated board base paper, testliner, at plant	kg
e6db4545-2ead-3431-b0c1-f01c76406cb6	leaching residues, indium rich, from zinc circuit, at smelter	2d18313f-1497-3a18-8947-a5208dc3e1c3	leaching residues, indium rich, from zinc circuit, at smelter	kg
0ea86cca-2f7a-3c63-aac5-dcc9cd2dcbbd	resource correction, PbZn, lead, negative	41c7b3e3-722b-3fc0-8afd-a1cf81ea40b1	resource correction, PbZn, lead, negative	kg
69d08860-7c3a-311f-b935-1ddbcbc311f8	rape seed organic, at regional storehouse	412a37c9-ee1a-350f-9ef9-86734f51d052	rape seed organic, at regional storehouse	kg
c7b61a7d-6cc6-32a2-a879-9cc1b11a1041	mischmetal, primary, at plant	68589326-5b8c-3c27-8f71-94deccc516ea	mischmetal, primary, at plant	kg
127d2e2b-6294-38db-aa3f-4f67f662202f	disposal, residues, mechanical treatment, laser printer, in MSWI	1410f93a-41d6-37ec-9a04-e2737f944e8d	disposal, residues, mechanical treatment, laser printer, in MSWI	kg
509da08b-7a06-349a-8c36-b5823103b649	formic acid, at plant	cfea4bbc-6040-3a11-8ab3-bc78ccdf04b7	formic acid, at plant	kg
3327a3bd-af4e-3411-aa5d-c741057ea3f8	ammonium sulphate, as N, at regional storehouse	96ad78c5-d428-31ca-ba3a-bff6eaaa20d9	ammonium sulphate, as N, at regional storehouse	kg
b9268e48-574e-3ce3-9a55-7d15acab242c	toner, colour, used for printing	7dca11fa-e562-3c52-a2ef-4898428924fa	toner, colour, used for printing	kg
95239c15-4be6-36f3-bfb3-dc6f351760b5	sheet rolling, copper	900a23c8-2a3a-30a1-9d0d-83502a9ceb2a	sheet rolling, copper	kg
5e59d069-a31e-3df4-b16e-45d91ffaf6ec	steam from the production of formaldehyde	790ae94d-8915-3fa7-9aa4-ad2c64ba9224	steam from the production of formaldehyde	kg
b0cd8f6c-6a5d-36f1-b223-7c2d882f0df9	oxygen, liquid, at plant	af42304f-e7b5-3073-8c0a-1ae87643eb89	oxygen, liquid, at plant	kg
ffb3cd9b-7c14-3d7e-8c99-6d5f98e7e0ab	rape seed IP, at farm	3fdfdf02-784c-359f-b715-446f43799e02	rape seed IP, at farm	kg
b8269d78-08f6-3194-a88c-4305a795634b	molybdenite, at plant	d1b184c3-a86b-3c54-a5f6-72d37ca6c1c7	molybdenite, at plant	kg
5ec8e684-53af-3e15-be04-0600a4f4675b	integrated circuit, IC, logic type, at plant	ee39f492-9954-3ac6-bc49-61b0319f1e33	integrated circuit, IC, logic type, at plant	kg
cd716708-5004-36bd-9726-b8817c12b9e5	foam glass, at regional storage	0c938657-de99-385e-8ec6-3ea4cfe5db8e	foam glass, at regional storage	kg
7f46f9be-16e8-3f92-bdf3-6d3e1bb08804	esterquat, tallow, at plant	7b556e07-7782-3c4c-8e58-6b7e2bca0f58	esterquat, tallow, at plant	kg
18ac168d-3eea-3c16-9bb0-6ea32045d203	thomas meal, as P2O5, at regional storehouse	0c734e50-d08f-3000-baaf-f38f0713530f	thomas meal, as P2O5, at regional storehouse	kg
81b70dab-1e17-37a2-a8aa-6658ff6af14f	phosphoric acid, fertiliser grade, 70% in H2O, at plant	af7629b1-c961-3344-bc0a-3e94176b9cb3	phosphoric acid, fertiliser grade, 70% in H2O, at plant	kg
0a6b7390-b127-30cd-86f3-ca765fc2f7d0	metal working factory operation, heat energy from hard coal	06f783e7-a0dc-3759-bf5b-127eeb6c62b6	metal working factory operation, heat energy from hard coal	kg
16bbbc0d-f5ac-3467-aec4-80902848d9bd	copper, primary, from platinum group metal production	8cd0f062-ec4c-3a30-898f-255e621d0a28	copper, primary, from platinum group metal production	kg
063f78b7-4fad-3983-ab39-73c5ba342949	acetone cyanohydrin, at plant	2a38330d-e174-3364-a494-080c5ce0f0a2	acetone cyanohydrin, at plant	kg
55481667-283a-385f-8ba1-1d58b8b25de6	hard coal supply mix	5697de0d-a9a4-3e79-8fee-6ead493516ae	hard coal supply mix	kg
0a1bb7dc-f601-303f-8b5c-e276f3b81a78	packaging glass, brown, at plant	bb6ff02f-b293-3156-9c15-9d64315f3bba	packaging glass, brown, at plant	kg
a52a88b9-c726-3539-9e44-6eb4bb758f4e	potato starch, at plant	3227c77e-be27-3270-a83e-5b0337102690	potato starch, at plant	kg
1950a873-93a7-3a41-ba59-758bbf7d077f	disposal, hard coal ash, 0% water, to residual material landfill	e1b5fbe3-e540-398a-bf67-23ba158ffb6a	disposal, hard coal ash, 0% water, to residual material landfill	kg
bda23a1f-a502-333e-9495-e6468f26d131	transistor, wired, small size, through-hole mounting, at plant	3534eec4-1819-331a-b779-d4e7bd1c720a	transistor, wired, small size, through-hole mounting, at plant	kg
b766f8a1-bf7c-32e7-9276-4dd401df7328	sodium silicate, hydrothermal liquor, 48% in H2O, at plant	b7c2845c-c40d-3537-bb86-49e5bae5ce0b	sodium silicate, hydrothermal liquor, 48% in H2O, at plant	kg
dd69b792-cc04-3ab1-b6f0-82139e89e8d6	crude oil, at production	35a07955-c9a2-331a-85ad-ae3b63c5f1bf	crude oil, at production	kg
38b8e9f8-a657-3620-8796-7317fa11d90e	crude coconut oil, at plant	bd45190d-e9b1-3167-8094-d25a7ca36fe8	crude coconut oil, at plant	kg
91c0f07f-efa8-3b7a-8eab-43642c5ead86	disposal, catalyst base CH2O production, 0% water, to residual material landfill	18988d05-a093-3f17-9dd0-8d51c6a4bba9	disposal, catalyst base CH2O production, 0% water, to residual material landfill	kg
69e01a81-81fb-3807-b222-95fba0ed58f6	chloroacetic acid, at plant	5e28368c-ea8b-359e-a3c6-f6c0e59cf752	chloroacetic acid, at plant	kg
a18d8cd3-2d92-35f8-a00c-d4b74c88f178	portland calcareous cement, at plant	4ae5f033-b782-377e-965f-efa11a65f082	portland calcareous cement, at plant	kg
09f26b74-ea3d-315e-8cee-2308bc1d8974	argon, liquid, at plant	7965fdb2-24a4-3c90-850c-c7d245ac9ebe	argon, liquid, at plant	kg
3f531c8d-328d-3482-abca-40f3272d55af	nylon 6, glass-filled, at plant	1665a4ce-3886-3950-a69d-843164257253	nylon 6, glass-filled, at plant	kg
7e9d26b3-7387-3657-9900-3bdced547719	dismantling, desktop computer, mechanically, at plant	eaf80fa5-6c90-3b60-b31b-73ec3d5b746e	dismantling, desktop computer, mechanically, at plant	kg
4fe01674-0483-30ad-9516-f4ef0c8ced7a	heavy fuel oil, at refinery	37eed88e-106a-3ba5-b681-d3a4791444b1	heavy fuel oil, at refinery	kg
29cc9799-be7a-3fcb-b0e8-2237039bbdcc	turning, steel, conventional, average	6f2ac237-969f-32ce-a29f-7519d64b6abd	turning, steel, conventional, average	kg
81cfb12e-0203-3e6b-8cf7-cd79fd522c51	diode, glass-, through-hole mounting, at plant	307a5ad3-5506-365d-b92b-f8cea4719298	diode, glass-, through-hole mounting, at plant	kg
81527a1b-0919-3e18-ad71-d64e6323ec85	fatty alcohol sulfate, mix, at plant	38e24740-08d1-373d-9e3a-36b650c4759a	fatty alcohol sulfate, mix, at plant	kg
85304477-659f-3284-8e74-5d1f48ca1d36	alachlor, at regional storehouse	ad7e4616-c8d7-34e4-ba05-573befce1489	alachlor, at regional storehouse	kg
41d5faff-54dc-3f1d-8262-30b2cccc9492	disposal, sludge, NaCl electrolysis Hg, 0% water, to residual material landfill	43c6a325-fb54-365b-935a-504c679653db	disposal, sludge, NaCl electrolysis Hg, 0% water, to residual material landfill	kg
5215cce6-3656-3861-9e00-5d647bef39e5	sand, at mine	6b1d58ff-d94f-30a5-ba8e-44aed8236e67	sand, at mine	kg
8bc367e7-73b3-3edc-bf6c-5b534d62a705	iron ore, 65% Fe, at beneficiation	a5365f69-d9df-3111-a518-32f099925f34	iron ore, 65% Fe, at beneficiation	kg
3864d4a8-627c-37c9-83ba-ce628e5eb97f	disposal, lignite ash, 0% water, to opencast refill	ae0c9b53-2bbf-3803-9d0a-503c60c8a5de	disposal, lignite ash, 0% water, to opencast refill	kg
a50eab35-fe1d-3a79-9377-fba718b4b689	soybean meal, at oil mill	e6239662-5717-334a-a6de-68ef90b6cc64	soybean meal, at oil mill	kg
f3988ff6-2e35-3e4a-b677-35664d84fa45	ethanol, 95% in H2O, from grass, at fermentation plant	ad9278bf-a599-30fb-bd39-4dfa9fa4f5b7	ethanol, 95% in H2O, from grass, at fermentation plant	kg
638beb01-4907-312f-91ba-0b581e4dee50	ethoxylated alcohols, unspecified, at plant	042888b6-6961-389c-a5d6-602792ea73bb	ethoxylated alcohols, unspecified, at plant	kg
f5626075-36c1-3e66-803d-d77717db728b	milling, steel, dressing	668afc6c-6266-33b6-bb8a-43ca0179bb38	milling, steel, dressing	kg
c0baae0f-712c-3531-acb5-c4df91cda466	LCD glass, at plant	3ad2e14a-356a-3b2f-b5aa-2ac214101d2f	LCD glass, at plant	kg
3122d6a6-8962-3ced-9261-99f87ca19115	quicklime, milled, loose, at plant	5e7c819d-d989-3501-9671-683b59a23baf	quicklime, milled, loose, at plant	kg
cebc48fb-044b-3e84-ad90-f92890572ad6	turning, aluminium, CNC, primarily roughing	da8bbe63-0e43-3818-9e4b-08f56bcd4f2a	turning, aluminium, CNC, primarily roughing	kg
3f1abb4a-a967-3e5b-aee0-88b040a40162	ethanol, 99.7% in H2O, from biomass, at distillation	54a54766-3470-3648-bd88-d89e28c686c6	ethanol, 99.7% in H2O, from biomass, at distillation	kg
5e6f2130-fdce-3fc2-b6ae-898852fe4576	clinker, at plant	ef9ba5b5-b127-3401-b6ef-f1cea0411a45	clinker, at plant	kg
26bd281c-f4f5-34e6-99ab-aa4dc61a3960	refinery gas, at refinery	de5be5e3-9f57-3ada-b876-4f18f25114ce	refinery gas, at refinery	kg
79eec064-563c-35b3-b4c1-877e0b686ef5	disposal, building, mineral plaster, to final disposal	a70e7c50-b061-3d68-b08d-8c3b545746a2	disposal, building, mineral plaster, to final disposal	kg
532a99e0-ac31-3894-a356-8ccf50202e75	crude oil, at production onshore	1328a11b-3a93-3701-8e9b-cb298ffc9514	crude oil, at production onshore	kg
317a9cd5-0527-34ac-90ea-311d971f8c71	cold impact extrusion, steel, 4 strokes	10a78deb-9d56-3da9-8b49-5bf00100521b	cold impact extrusion, steel, 4 strokes	kg
76f5d56e-eefb-3977-b3d7-1199aa4d9a57	warm impact extrusion, steel, 3 strokes	e139833c-9cb0-3341-af8c-b07a56fd318a	warm impact extrusion, steel, 3 strokes	kg
4dbf328b-6be1-36b4-b1bb-73886efa83db	heavy fuel oil, at refinery	6b9de689-38aa-3fec-8f24-fb7745994caa	heavy fuel oil, at refinery	kg
c2000f6b-beee-3ea5-93ea-c49f3c067e34	disposal, newspaper, 14.7% water, to sanitary landfill	e1e852ff-1f16-32c0-b740-2ee0bdbc8999	disposal, newspaper, 14.7% water, to sanitary landfill	kg
0e499906-0ecd-3567-988e-69a500bd268b	dimethylamine, at plant	512c9b0f-ea71-3152-86e3-c1c643142e0f	dimethylamine, at plant	kg
980862d5-910e-3f36-8bed-29a8a1ddb891	disposal, lignite ash, 0% water, to opencast refill	2c97038b-3b47-34cc-ba90-67d5cec7e4fd	disposal, lignite ash, 0% water, to opencast refill	kg
fd91d3a3-96d4-3655-bbc8-3a9a6a544bd5	glyphosate, at regional storehouse	cc62e5ba-ee19-364a-93fc-44c20e6d0ddf	glyphosate, at regional storehouse	kg
73f26cf8-d929-3373-9883-3f359e17ed8e	monochlorobenzene, at plant	193db7bc-d04d-34db-8551-5f4af1841731	monochlorobenzene, at plant	kg
76f8e315-e1bd-36ca-8ace-b4c3ce024333	sodium hydroxide, 50% in H2O, production mix, at plant	e9627de0-ba46-325f-ba21-d6faecdc8233	sodium hydroxide, 50% in H2O, production mix, at plant	kg
5a654425-6c40-34b3-a659-42b6f718e310	liquefied petroleum gas, at service station	f42f410b-cfe3-3f22-b605-5020492510f7	liquefied petroleum gas, at service station	kg
5b245db8-f672-323b-a99f-09ce5751d521	barley grains conventional, Castilla-y-Leon, at farm	c6c3278a-b06e-3d0c-beb3-569e1ef328ac	barley grains conventional, Castilla-y-Leon, at farm	kg
740448f4-178c-35b7-93ee-2583546e7325	CZ single crystalline silicon, photovoltaics, at plant	f5b5b0a3-eae9-3494-8485-965e5080469d	CZ single crystalline silicon, photovoltaics, at plant	kg
bd476abc-b234-34ed-9df5-73804a5e220b	disposal, refractory SPL, Al elec.lysis, 0% water, to residual material landfill	8155d731-d761-3a92-9b95-a47dcbeadfa0	disposal, refractory SPL, Al elec.lysis, 0% water, to residual material landfill	kg
da129ad4-daf4-39e3-adcc-cdc08269e53f	benzoic-compounds, at regional storehouse	8cbc21d4-b1d8-39d8-bfcc-5eb6f9a8c86c	benzoic-compounds, at regional storehouse	kg
ff70b7b6-e1cb-3bc3-9fc2-17a52695411d	secondary sulphur, at refinery	a336ffe5-e836-3f88-884f-df3feb2e3864	secondary sulphur, at refinery	kg
c80ea7e7-7ec4-308d-8fc9-a71571c933e8	printed wiring board, power supply unit desktop PC, solder mix, at plant	fdf882d6-1847-33d1-981a-534ab89bfa35	printed wiring board, power supply unit desktop PC, solder mix, at plant	kg
c5e36309-7d15-3183-88f1-ad848024a14e	fuel elements PWR, UO2 4.0% & MOX, at nuclear fuel fabrication plant	c9162249-67c1-30b8-b32d-e40f936afb9c	fuel elements PWR, UO2 4.0% & MOX, at nuclear fuel fabrication plant	kg
1319dc86-e821-3cc1-afa2-fce7783ca4e4	metaldehyde, at regional storage	9ecfd0cc-4f12-3236-a72e-c238e95fffff	metaldehyde, at regional storage	kg
9ad0263f-4633-348c-970a-3904a8858e13	hard coal supply mix	cc5aefa5-1009-3c6e-8fdb-1fa2b54cf1de	hard coal supply mix	kg
89e7e13f-1f4a-3941-b002-91675d2a594d	methylchloride, at plant	3e11415f-fc94-36cf-828c-85bc4050d503	methylchloride, at plant	kg
8b77f35c-f36a-3045-887f-7df3aef722ff	light mortar, at plant	93b205d8-69b9-3146-905d-846e220b7c4e	light mortar, at plant	kg
2def0fc4-dc5f-35b6-b9b8-664b859cb901	refractory, high aluminium oxide, packed, at plant	4c9eeb56-bbbe-3a26-87bf-d9afe9bbad35	refractory, high aluminium oxide, packed, at plant	kg
d62efa1e-5ab5-357e-9d6f-7c587c652658	rape seed IP, at regional storehouse	8b7e91d5-f225-38cc-9c81-cff0469ff3ca	rape seed IP, at regional storehouse	kg
11d29e86-9e97-3028-8ce0-eafce59f6946	polystyrene foam slab, 45% recycled, at plant	0158c6ac-f7ba-3252-918f-caa1a0e27483	polystyrene foam slab, 45% recycled, at plant	kg
ede85c87-641e-3758-8b09-ec67825f10c4	milling, chromium steel, large parts	2b363a33-c6d1-3cdc-a061-de849160b128	milling, chromium steel, large parts	kg
e1da506b-efc9-303a-b486-ea063745cb92	2,4-D, at regional storehouse	29907e13-aee9-3c05-b796-717cfddb379a	2,4-D, at regional storehouse	kg
a4c2b32c-d849-3511-a5e0-d791152fa6b7	formic acid from butane, at plant	6b4154fb-ee45-3d87-82b1-401599ab7965	formic acid from butane, at plant	kg
bc37543a-1a1d-3049-bdda-ff9921ac7288	use, printer, laser jet, colour, per kg printed paper	d0bbe300-d9d9-3b5b-81b0-a9cf409b8015	use, printer, laser jet, colour, per kg printed paper	kg
fcd92dd1-b015-3841-a942-18931bf58231	limestone, milled, packed, at plant	92419213-ba1b-3224-9193-5f73195fb78c	limestone, milled, packed, at plant	kg
9163d69b-42cd-33a0-b39f-58fa136848ea	concrete roof tile, at plant	f9a182c7-6fdc-3c30-9f0a-4949eec2edcb	concrete roof tile, at plant	kg
53675218-fb7e-35d0-ac36-d2a37280025c	acetamide-anillide-compounds, at regional storehouse	e08d2d2e-7c39-3cf9-98a6-35aa89036866	acetamide-anillide-compounds, at regional storehouse	kg
52db496a-8275-3e6c-8736-303fc23f3392	mecoprop, at regional storage	3c993f0c-c8d6-374e-806f-92375dc52ea3	mecoprop, at regional storage	kg
45c52a59-91bf-3d24-a022-805a880b346e	deep drawing, steel, 3500 kN press, automode operation	9f3383d4-594c-3248-bb63-56d912a8d8dc	deep drawing, steel, 3500 kN press, automode operation	kg
ea3a84d8-d002-3327-b410-9b13681d2f67	use, printer, laser jet, b/w, per kg printed paper	0ff92086-e347-3986-a301-fcb5dfb93485	use, printer, laser jet, b/w, per kg printed paper	kg
246fda87-c830-31e0-a830-dd67b20c6df6	disposal, hard coal ash, 0% water, to residual material landfill	a4d42d58-4544-3cea-9b0e-adac3a63a0c3	disposal, hard coal ash, 0% water, to residual material landfill	kg
c2d13fba-ece5-3f14-80c6-aa3e817517cf	bitumen, at refinery	3f0a655a-07df-3a70-867c-451bec6559df	bitumen, at refinery	kg
3133bb99-a854-3518-9351-19709ec75d29	mercury, liquid, at plant	de0761ea-ac7a-39bb-9fa8-4c5e7044f341	mercury, liquid, at plant	kg
c437fd5e-3420-3904-9b91-8b7ab84e0e73	magnesium oxide, at plant	5d8890d6-fe0f-3845-8f2a-7a5bf7f55eab	magnesium oxide, at plant	kg
a183c496-a5e7-3fea-95a3-634bb8929ff0	steel, converter, unalloyed, at plant	f58c526d-d270-329e-9f99-8eb0a295c672	steel, converter, unalloyed, at plant	kg
a43c1649-6fc6-395f-98c9-e4dcb832498a	water, completely softened, at plant	680d9067-5679-3f0f-bff9-bdc8a69b0736	water, completely softened, at plant	kg
